S2_Temp,S2_Light,S2_Sound,S5_CO2_Slope,S7_PIR,Room_Occupancy_Count
25.25,0,0.05,0,0,0
25.25,0,0.04,0,0,0
25.25,0,0.05,0,0,0
25.25,0,0.05,0,0,0
25.25,0,0.05,0,0,0
25.25,0,0.05,0,0,0
25.19,0,0.05,0,0,0
25.25,0,0.05,0,0,0
25.25,0,0.05,0,0,0
25.25,0,0.05,0,0,0
25.25,0,0.05,0,0,0
25.25,0,0.05,0,0,0
25.25,0,0.05,0,0,0
25.25,0,0.04,0,0,0
25.25,0,0.06,0,0,0
25.25,0,0.06,0,0,0
25.25,0,0.05,0,0,0
25.25,0,0.05,0,0,0
25.25,0,0.05,0,0,0
25.25,0,0.05,0,0,0
25.25,0,0.05,0,0,0
25.25,0,0.05,0,0,0
25.25,0,0.05,0,0,0
25.25,0,0.06,0,0,0
25.25,0,0.05,0,0,0
25.25,0,0.05,0,0,0
25.25,0,0.05,0,0,0
25.25,0,0.05,0,0,0
25.25,0,0.05,-0.046153846,0,0
25.25,0,0.05,-0.042307692,0,0
25.25,0,0.05,-0.038461538,0,0
25.25,0,0.05,-0.034615385,0,0
25.25,0,0.05,-0.030769231,0,0
25.25,0,0.05,-0.026923077,0,0
25.25,0,0.05,-0.023076923,0,0
25.25,0,0.05,-0.019230769,0,0
25.25,0,0.04,-0.015384615,0,0
25.25,0,0.05,-0.011538462,0,0
25.25,0,0.05,-0.007692308,0,0
25.25,0,0.05,-0.003846154,0,0
25.25,0,0.05,7.70E-19,0,0
25.25,0,0.05,0.003846154,0,0
25.25,0,0.05,0.007692308,0,0
25.19,0,0.05,0.011538462,0,0
25.25,0,0.05,0.015384615,0,0
25.25,0,0.05,0.019230769,0,0
25.19,0,0.05,0.023076923,0,0
25.19,0,0.05,0.026923077,0,0
25.25,0,0.05,0.030769231,0,0
25.19,0,0.05,0.034615385,0,0
25.25,0,0.05,0.038461538,0,0
25.25,0,0.05,0.042307692,0,0
25.25,0,0.06,0.046153846,0,0
25.19,0,0.06,0,0,0
25.19,0,0.05,0,0,0
25.19,0,0.05,0,0,0
25.19,0,0.05,0,0,0
25.19,0,0.06,0,0,0
25.25,0,0.05,0,0,0
25.25,0,0.05,0,0,0
25.19,0,0.05,0,0,0
25.25,0,0.05,0,0,0
25.19,0,0.06,0,0,0
25.19,0,0.05,0,0,0
25.25,0,0.06,0,0,0
25.19,0,0.05,0,0,0
25.19,0,0.05,0,0,0
25.19,0,0.04,0,0,0
25.25,0,0.05,0,0,0
25.19,0,0.05,0,0,0
25.25,0,0.05,0,0,0
25.25,0,0.04,0,0,0
25.25,0,0.05,0,0,0
25.19,0,0.05,0,0,0
25.19,0,0.04,0,0,0
25.19,0,0.06,0,0,0
25.19,0,0.05,0,0,0
25.19,0,0.05,0,0,0
25.19,0,0.05,0,0,0
25.19,0,0.05,-0.046153846,0,0
25.19,0,0.04,-0.088461538,0,0
25.19,0,0.05,-0.126923077,0,0
25.19,0,0.06,-0.115384615,0,0
25.19,0,0.05,-0.103846154,0,0
25.19,0,0.04,-0.092307692,0,0
25.19,0,0.05,-0.080769231,0,0
25.19,0,0.05,-0.069230769,0,0
25.19,0,0.05,-0.057692308,0,0
25.19,0,0.06,-0.046153846,0,0
25.19,0,0.05,-0.034615385,0,0
25.19,0,0.05,-0.023076923,0,0
25.19,0,0.05,-0.011538462,0,0
25.19,0,0.05,3.08E-18,0,0
25.19,0,0.05,0.011538462,0,0
25.19,0,0.05,0.023076923,0,0
25.19,0,0.05,0.034615385,0,0
25.19,0,0.05,0.046153846,0,0
25.19,0,0.05,0.057692308,0,0
25.19,0,0.05,0.069230769,0,0
25.19,0,0.06,0.080769231,0,0
25.19,0,0.05,0.092307692,0,0
25.19,0,0.05,0.103846154,0,0
25.19,0,0.05,0.115384615,0,0
25.25,0,0.06,0.126923077,0,0
25.19,0,0.05,0.088461538,0,0
25.25,0,0.06,0.046153846,0,0
25.25,0,0.05,0,0,0
25.19,0,0.05,0,0,0
25.19,0,0.05,0,0,0
25.19,0,0.04,0,0,0
25.19,0,0.05,0,0,0
25.19,0,0.05,0,0,0
25.19,0,0.05,0,0,0
25.19,0,0.06,0,0,0
25.19,0,0.05,-0.046153846,0,0
25.19,0,0.05,-0.042307692,0,0
25.19,0,0.05,-0.038461538,0,0
25.19,0,0.05,-0.034615385,0,0
25.19,0,0.05,-0.030769231,0,0
25.19,0,0.05,-0.026923077,0,0
25.19,0,0.05,-0.023076923,0,0
25.19,0,0.05,-0.019230769,0,0
25.19,0,0.06,-0.061538462,0,0
25.19,0,0.05,-0.053846154,0,0
25.19,0,0.05,-0.092307692,0,0
25.19,0,0.05,-0.080769231,0,0
25.19,0,0.05,-0.069230769,0,0
25.19,0,0.06,-0.057692308,0,0
25.19,0,0.05,-0.046153846,0,0
25.19,0,0.05,-0.034615385,0,0
25.19,0,0.05,-0.023076923,0,0
25.19,0,0.05,-0.011538462,0,0
25.19,0,0.05,3.08E-18,0,0
25.19,0,0.05,0.011538462,0,0
25.19,0,0.05,0.023076923,0,0
25.19,0,0.05,0.034615385,0,0
25.19,0,0.05,0.046153846,0,0
25.19,0,0.04,0.057692308,0,0
25.19,0,0.05,0.069230769,0,0
25.19,0,0.05,0.030769231,0,0
25.19,0,0.05,0.038461538,0,0
25.19,0,0.06,-1.23E-17,0,0
25.19,0,0.05,0.011538462,0,0
25.19,0,0.06,-0.023076923,0,0
25.19,0,0.05,-0.053846154,0,0
25.19,0,0.05,-0.080769231,0,0
25.19,0,0.05,-0.103846154,0,0
25.19,0,0.05,-0.173076923,0,0
25.19,0,0.04,-0.192307692,0,0
25.13,0,0.05,-0.211538462,0,0
25.19,0,0.06,-0.184615385,0,0
25.19,0,0.05,-0.157692308,0,0
25.19,0,0.05,-0.130769231,0,0
25.19,0,0.04,-0.103846154,0,0
25.19,0,0.05,-0.076923077,0,0
25.19,0,0.05,-0.05,0,0
25.13,0,0.05,-0.023076923,0,0
25.19,0,0.05,0.003846154,0,0
25.19,0,0.05,-0.015384615,0,0
25.19,0,0.05,0.015384615,0,0
25.19,0,0.05,0.046153846,0,0
25.19,0,0.05,0.030769231,0,0
25.19,0,0.05,0.019230769,0,0
25.19,0,0.05,0.057692308,0,0
25.19,0,0.05,0.096153846,0,0
25.19,0,0.05,0.134615385,0,0
25.19,0,0.05,0.076923077,0,0
25.19,0,0.04,0.069230769,0,0
25.13,0,0.05,0.015384615,0,0
25.19,0,0.05,-0.038461538,0,0
25.19,0,0.05,-0.046153846,0,0
25.19,0,0.05,-0.103846154,0,0
25.19,0,0.05,-0.161538462,0,0
25.19,0,0.05,-0.219230769,0,0
25.19,0,0.06,-0.226923077,0,0
25.19,0,0.05,-0.184615385,0,0
25.19,0,0.05,-0.188461538,0,0
25.19,0,0.05,-0.188461538,0,0
25.19,0,0.05,-0.184615385,0,0
25.13,0,0.06,-0.176923077,0,0
25.19,0,0.05,-0.165384615,0,0
25.19,0,0.05,-0.15,0,0
25.13,0,0.06,-0.130769231,0,0
25.19,0,0.05,-0.157692308,0,0
25.19,0,0.05,-0.134615385,0,0
25.19,0,0.05,-0.107692308,0,0
25.19,0,0.05,-0.126923077,0,0
25.19,0,0.05,-0.146153846,0,0
25.19,0,0.05,-0.115384615,0,0
25.19,0,0.05,-0.080769231,0,0
25.13,0,0.06,-0.042307692,0,0
25.19,0,0.04,-0.05,0,0
25.19,0,0.05,-0.011538462,0,0
25.19,0,0.05,0.023076923,0,0
25.13,0,0.05,0.053846154,0,0
25.19,0,0.04,0.130769231,0,0
25.19,0,0.05,0.157692308,0,0
25.13,0,0.05,0.180769231,0,0
25.13,0,0.05,0.2,0,0
25.13,0,0.05,0.215384615,0,0
25.19,0,0.05,0.276923077,0,0
25.19,0,0.05,0.288461538,0,0
25.19,0,0.05,0.25,0,0
25.13,0,0.04,0.211538462,0,0
25.19,0,0.05,0.173076923,0,0
25.19,0,0.05,0.134615385,0,0
25.19,0,0.05,0.096153846,0,0
25.19,0,0.05,0.103846154,0,0
25.13,0,0.06,0.107692308,0,0
25.13,0,0.05,0.107692308,0,0
25.13,0,0.06,0.103846154,0,0
25.13,0,0.05,0.05,0,0
25.13,0,0.05,-0.003846154,0,0
25.13,0,0.05,-0.011538462,0,0
25.13,0,0.05,-0.069230769,0,0
25.13,0,0.05,-0.126923077,0,0
25.13,0,0.05,-0.138461538,0,0
25.19,0,0.05,-0.103846154,0,0
25.13,0,0.05,-0.069230769,0,0
25.13,0,0.05,-0.034615385,0,0
25.13,0,0.06,6.16E-18,0,0
25.13,0,0.04,0.034615385,0,0
25.13,0,0.05,0.069230769,0,0
25.13,0,0.05,0.057692308,0,0
25.13,0,0.05,0.096153846,0,0
25.13,0,0.04,0.088461538,0,0
25.13,0,0.05,0.084615385,0,0
25.13,0,0.05,0.034615385,0,0
25.13,0,0.04,0.030769231,0,0
25.13,0,0.06,0.023076923,0,0
25.13,0,0.05,-0.034615385,0,0
25.13,0,0.05,-0.092307692,0,0
25.13,0,0.04,-0.053846154,0,0
25.13,0,0.04,-0.061538462,0,0
25.13,0,0.04,-0.065384615,0,0
25.13,0,0.04,-0.065384615,0,0
25.13,0,0.05,-0.111538462,0,0
25.13,0,0.06,-0.157692308,0,0
25.13,0,0.04,-0.107692308,0,0
25.13,0,0.05,-0.107692308,0,0
25.13,0,0.05,-0.111538462,0,0
25.13,0,0.05,-0.069230769,0,0
25.13,0,0.04,-0.073076923,0,0
25.13,0,0.06,-0.026923077,0,0
25.13,0,0.05,0.019230769,0,0
25.13,0,0.05,0.019230769,0,0
25.13,0,0.06,0.023076923,0,0
25.13,0,0.05,0.030769231,0,0
25.13,0,0.05,-0.007692308,0,0
25.13,0,0.05,0.003846154,0,0
25.13,0,0.05,-0.030769231,0,0
25.13,0,0.04,-0.065384615,0,0
25.13,0,0.06,-0.1,0,0
25.13,0,0.05,-0.084615385,0,0
25.13,0,0.05,-0.065384615,0,0
25.13,0,0.04,-0.092307692,0,0
25.13,0,0.05,-0.073076923,0,0
25.13,0,0.05,-0.053846154,0,0
25.13,0,0.06,-0.080769231,0,0
25.13,0,0.05,-0.107692308,0,0
25.13,0,0.06,-0.134615385,0,0
25.13,0,0.04,-0.161538462,0,0
25.13,0,0.05,-0.188461538,0,0
25.13,0,0.06,-0.165384615,0,0
25.13,0,0.05,-0.138461538,0,0
25.13,0,0.04,-0.061538462,0,0
25.13,0,0.05,0.015384615,0,0
25.13,0,0.05,-0.003846154,0,0
25.13,0,0.05,0.073076923,0,0
25.13,0,0.05,0.15,0,0
25.13,0,0.05,0.130769231,0,0
25.13,0,0.05,0.157692308,0,0
25.13,0,0.05,0.134615385,0,0
25.13,0,0.05,0.157692308,0,0
25.13,0,0.05,0.176923077,0,0
25.13,0,0.05,0.192307692,0,0
25.13,0,0.05,0.157692308,0,0
25.13,0,0.05,0.123076923,0,0
25.13,1,0.06,0.134615385,0,0
25.13,0,0.05,0.096153846,0,0
25.13,1,0.05,0.103846154,0,0
25.13,1,0.05,0.157692308,0,0
25.13,1,0.04,0.161538462,0,0
25.13,1,0.05,0.161538462,0,0
25.13,1,0.05,0.157692308,0,0
25.13,1,0.06,0.15,0,0
25.19,1,0.05,0.138461538,0,0
25.13,1,0.05,0.123076923,0,0
25.13,1,0.05,0.103846154,0,0
25.13,1,0.04,0.080769231,0,0
25.13,1,0.04,0.103846154,0,0
25.13,1,0.05,0.126923077,0,0
25.13,1,0.05,0.053846154,0,0
25.13,1,0.05,0.030769231,0,0
25.13,1,0.05,0.057692308,0,0
25.13,1,0.05,0.034615385,0,0
25.13,1,0.05,0.057692308,0,0
25.13,1,0.06,0.030769231,0,0
25.13,1,0.05,0.05,0,0
25.13,1,0.05,0.069230769,0,0
25.13,1,0.05,0.088461538,0,0
25.13,1,0.05,0.057692308,0,0
25.13,2,0.05,0.023076923,0,0
25.19,2,0.05,0.034615385,0,0
25.13,2,0.05,-0.003846154,0,0
25.13,2,0.05,0.003846154,0,0
25.13,2,0.05,0.011538462,0,0
25.13,2,0.05,0.019230769,0,0
25.13,2,0.05,0.026923077,0,0
25.13,2,0.06,0.034615385,0,0
25.13,2,0.05,0.042307692,0,0
25.13,2,0.05,0.05,0,0
25.13,2,0.05,0.011538462,0,0
25.13,2,0.05,0.023076923,0,0
25.13,2,0.05,0.034615385,0,0
25.13,2,0.05,0.046153846,0,0
25.13,2,0.05,0.057692308,0,0
25.13,2,0.05,0.019230769,0,0
25.19,2,0.05,-0.023076923,0,0
25.13,2,0.04,-0.065384615,0,0
25.13,2,0.05,-0.103846154,0,0
25.13,2,0.05,-0.092307692,0,0
25.13,2,0.05,-0.080769231,0,0
25.13,2,0.05,-0.069230769,0,0
25.13,2,0.05,-0.057692308,0,0
25.13,3,0.05,-0.046153846,0,0
25.13,3,0.04,-0.034615385,0,0
25.13,3,0.05,-0.023076923,0,0
25.13,3,0.05,-0.011538462,0,0
25.13,3,0.05,-3.08E-18,0,0
25.13,3,0.05,0.011538462,0,0
25.13,3,0.05,0.023076923,0,0
25.13,3,0.05,0.034615385,0,0
25.13,3,0.05,0.046153846,0,0
25.13,3,0.05,0.057692308,0,0
25.13,3,0.06,0.069230769,0,0
25.13,3,0.04,0.080769231,0,0
25.13,3,0.04,0.042307692,0,0
25.13,3,0.05,0.05,0,0
25.13,3,0.05,0.057692308,0,0
25.13,3,0.05,0.065384615,0,0
25.13,3,0.05,0.073076923,0,0
25.13,4,0.05,0.034615385,0,0
25.13,4,0.05,0.046153846,0,0
25.13,4,0.04,0.007692308,0,0
25.13,4,0.05,-0.034615385,0,0
25.13,4,0.05,-0.030769231,0,0
25.13,4,0.05,-0.026923077,0,0
25.13,4,0.05,-0.023076923,0,0
25.13,4,0.05,-0.019230769,0,0
25.13,4,0.05,-0.015384615,0,0
25.13,4,0.05,-0.011538462,0,0
25.13,4,0.05,-0.007692308,0,0
25.13,4,0.05,-0.003846154,0,0
25.13,4,0.05,7.70E-19,0,0
25.13,4,0.05,0.003846154,0,0
25.13,4,0.05,0.007692308,0,0
25.13,4,0.04,0.011538462,0,0
25.13,4,0.05,0.015384615,0,0
25.13,4,0.05,0.019230769,0,0
25.13,5,0.05,0.023076923,0,0
25.13,5,0.05,0.026923077,0,0
25.13,5,0.05,0.030769231,0,0
25.13,5,0.05,0.034615385,0,0
25.13,5,0.05,0.038461538,0,0
25.13,5,0.05,0.042307692,0,0
25.13,5,0.05,0.046153846,0,0
25.13,5,0.05,0,0,0
25.13,5,0.05,0,0,0
25.13,5,0.06,0,0,0
25.13,5,0.05,0,0,0
25.13,5,0.05,0,0,0
25.13,5,0.05,0,0,0
25.13,5,0.05,0,0,0
25.13,5,0.04,0,0,0
25.13,5,0.06,0,0,0
25.13,5,0.05,0,0,0
25.13,5,0.05,0,0,0
25.13,5,0.04,0,0,0
25.13,5,0.05,0,0,0
25.13,5,0.05,0,0,0
25.13,5,0.05,0,0,0
25.19,5,0.05,0,0,0
25.19,5,0.06,0,0,0
25.13,5,0.05,0,0,0
25.13,5,0.05,0,0,0
25.13,5,0.05,0,0,0
25.13,5,0.05,0,0,0
25.13,5,0.05,0,0,0
25.13,5,0.04,0,0,0
25.13,5,0.05,0,0,0
25.13,5,0.04,0,0,0
25.13,5,0.05,0,0,0
25.13,5,0.05,0,0,0
25.13,5,0.06,0,0,0
25.13,5,0.05,0,0,0
25.13,5,0.05,0,0,0
25.13,5,0.06,0,0,0
25.13,5,0.06,0,0,0
25.13,5,0.05,0,0,0
25.13,5,0.05,0,0,0
25.13,5,0.05,0,0,0
25.13,6,0.05,0,0,0
25.13,6,0.05,0,0,0
25.13,6,0.04,0,0,0
25.13,6,0.05,0,0,0
25.13,6,0.04,0,0,0
25.13,6,0.05,0,0,0
25.13,6,0.05,0,0,0
25.13,6,0.05,0,0,0
25.13,6,0.05,0,0,0
25.13,6,0.06,0,0,0
25.13,6,0.05,0,0,0
25.13,6,0.05,0,0,0
25.13,6,0.05,0,0,0
25.13,6,0.05,0,0,0
25.13,6,0.05,0,0,0
25.13,6,0.06,0,0,0
25.13,6,0.05,0,0,0
25.13,6,0.05,0,0,0
25.13,6,0.04,0,0,0
25.13,6,0.05,0,0,0
25.13,6,0.04,0,0,0
25.13,6,0.05,0,0,0
25.13,6,0.05,0,0,0
25.13,6,0.05,0,0,0
25.13,6,0.05,0,0,0
25.13,6,0.05,0,0,0
25.13,6,0.05,0,0,0
25.13,6,0.05,0,0,0
25.13,6,0.06,0,0,0
25.13,7,0.05,0,0,0
25.13,6,0.05,0,0,0
25.13,6,0.05,0,0,0
25.13,7,0.05,0,0,0
25.13,7,0.05,0,0,0
25.13,7,0.05,0,0,0
25.13,7,0.05,0,0,0
25.13,7,0.04,0,0,0
25.13,7,0.05,0,0,0
25.13,7,0.05,0,0,0
25.13,7,0.05,0,0,0
25.13,7,0.05,0,0,0
25.13,7,0.05,0,0,0
25.13,7,0.05,0,0,0
25.13,7,0.05,0,0,0
25.13,7,0.05,0,0,0
25.13,7,0.04,0,0,0
25.13,7,0.04,0,0,0
25.13,7,0.05,0,0,0
25.13,7,0.05,0,0,0
25.13,7,0.05,0,0,0
25.13,7,0.05,0,0,0
25.13,7,0.05,0,0,0
25.13,7,0.06,0,0,0
25.13,7,0.06,0,0,0
25.13,7,0.05,0,0,0
25.13,7,0.05,0,0,0
25.13,7,0.05,0,0,0
25.13,7,0.05,-0.046153846,0,0
25.13,7,0.05,-0.042307692,0,0
25.13,7,0.05,-0.038461538,0,0
25.13,7,0.04,-0.034615385,0,0
25.13,7,0.05,-0.030769231,0,0
25.13,7,0.05,-0.026923077,0,0
25.13,7,0.05,-0.023076923,0,0
25.13,7,0.05,-0.019230769,0,0
25.13,7,0.05,-0.015384615,0,0
25.13,7,0.05,-0.011538462,0,0
25.13,7,0.05,-0.007692308,0,0
25.13,7,0.05,-0.003846154,0,0
25.13,7,0.05,7.70E-19,0,0
25.13,7,0.05,0.003846154,0,0
25.13,7,0.05,0.007692308,0,0
25.13,7,0.05,0.011538462,0,0
25.13,7,0.06,0.015384615,0,0
25.13,7,0.05,-0.026923077,0,0
25.13,7,0.05,-0.065384615,0,0
25.19,7,0.05,-0.053846154,0,0
25.13,7,0.05,-0.042307692,0,0
25.13,7,0.05,-0.030769231,0,0
25.13,7,0.05,-0.019230769,0,0
25.13,7,0.05,-0.007692308,0,0
25.13,7,0.05,0.003846154,0,0
25.13,7,0.06,-0.034615385,0,0
25.13,7,0.05,-0.026923077,0,0
25.13,7,0.05,-0.019230769,0,0
25.13,7,0.05,-0.011538462,0,0
25.13,7,0.04,-0.05,0,0
25.13,7,0.05,-0.038461538,0,0
25.13,7,0.05,-0.026923077,0,0
25.13,7,0.07,-0.015384615,0,0
25.13,7,0.05,-0.003846154,0,0
25.13,7,0.05,0.007692308,0,0
25.13,7,0.05,0.019230769,0,0
25.13,7,0.08,-0.015384615,0,0
25.13,7,0.06,-0.046153846,0,0
25.19,7,0.05,-0.026923077,0,0
25.13,7,0.05,-0.007692308,0,0
25.13,7,0.05,0.011538462,0,0
25.13,7,0.06,0.030769231,0,0
25.13,7,0.04,-2.46E-17,0,0
25.13,7,0.06,-0.080769231,0,0
25,7,0.04,-0.111538462,0,0
25.06,7,0.04,-0.138461538,0,0
25,7,0.05,-0.161538462,0,0
25,7,0.05,-0.180769231,0,0
25,7,0.05,-0.196153846,0,0
25,7,0.05,-0.207692308,0,0
25,7,0.05,-0.215384615,0,0
25,7,0.04,-0.219230769,0,0
25,7,0.05,-0.219230769,0,0
25,7,0.05,-0.215384615,0,0
25,7,0.05,-0.257692308,0,0
25,7,0.05,-0.25,0,0
25,7,0.05,-0.238461538,0,0
25,7,0.05,-0.223076923,0,0
25,7,0.05,-0.203846154,0,0
25,7,0.05,-0.180769231,0,0
25,8,0.04,-0.153846154,0,0
25.06,8,0.05,-0.173076923,0,0
25,7,0.05,-0.192307692,0,0
25.06,7,0.05,-0.161538462,0,0
25.06,8,0.05,-0.126923077,0,0
25.06,8,0.05,-0.088461538,0,0
25.06,7,0.05,-0.046153846,0,0
25.06,8,0.05,0,0,0
25.06,8,0.04,0,0,0
25.06,7,0.05,0,0,0
25,8,0.04,0,0,0
25,8,0.04,0,0,0
25.06,8,0.05,0,0,0
25,8,0.04,0,0,0
25.06,8,0.05,0,0,0
25.06,8,0.05,0,0,0
25,8,0.05,0,0,0
25.06,8,0.05,0,0,0
25.06,8,0.05,0,0,0
25.06,8,0.04,0,0,0
25.06,8,0.05,0,0,0
25.06,8,0.04,0,0,0
25.06,8,0.05,0,0,0
25.06,8,0.05,0,0,0
25.06,8,0.05,0,0,0
25.06,8,0.04,0,0,0
25.06,8,0.05,0,0,0
25.06,8,0.05,0,0,0
25.06,8,0.05,0,0,0
25.06,8,0.05,0,0,0
25.06,8,0.05,0,0,0
25.06,8,0.05,0,0,0
25.06,8,0.04,0,0,0
25.06,8,0.05,0,0,0
25.06,8,0.05,0,0,0
25.06,8,0.05,0,0,0
25.06,8,0.05,0,0,0
25.06,8,0.04,0,0,0
25.06,8,0.04,0,0,0
25.06,8,0.04,0,0,0
25.06,8,0.05,0,0,0
25.06,9,0.05,0,0,0
25.06,9,0.04,0,0,0
25.06,9,0.05,0,0,0
25.06,9,0.05,0,0,0
25.06,9,0.05,0,0,0
25.06,9,0.05,0,0,0
25.06,9,0.06,0,0,0
25.06,9,0.04,0,0,0
25.06,9,0.05,0,0,0
25.06,9,0.05,0,0,0
25.06,9,0.05,0,0,0
25.06,9,0.05,0,0,0
25.06,9,0.05,0,0,0
25.06,9,0.05,0,0,0
25.06,9,0.05,0,0,0
25.06,9,0.05,0,0,0
25,9,0.05,0,0,0
25.06,9,0.04,0,0,0
25.06,9,0.05,0,0,0
25.06,9,0.04,0,0,0
25.06,9,0.04,0,0,0
25.06,9,0.05,0,0,0
25.06,9,0.05,0,0,0
25.06,9,0.05,0,0,0
25.06,9,0.05,0,0,0
25.06,9,0.04,0,0,0
25.06,10,0.04,0,0,0
25.06,10,0.05,0,0,0
25.06,10,0.04,0,0,0
25.06,10,0.05,0,0,0
25.06,10,0.05,0,0,0
25.06,10,0.04,0,0,0
25.06,10,0.05,0,0,0
25.06,10,0.05,0,0,0
25.06,10,0.04,0,0,0
25.06,10,0.05,0,0,0
25.06,10,0.04,0,0,0
25.06,10,0.05,0,0,0
25.06,10,0.04,0,0,0
25.06,10,0.04,0,0,0
25.06,10,0.04,0,0,0
25.06,10,0.05,0,0,0
25.06,10,0.05,0,0,0
25.06,10,0.04,0,0,0
25.06,10,0.05,0,0,0
25.06,10,0.05,0,0,0
25.06,10,0.05,0,0,0
25.06,10,0.05,0,0,0
25.06,10,0.05,0,0,0
25.06,10,0.05,0,0,0
25.06,10,0.05,0,0,0
25.06,10,0.05,0,0,0
25.06,10,0.05,0,0,0
25.06,10,0.06,0,0,0
25.06,10,0.05,0,0,0
25.06,10,0.05,0,0,0
25.06,10,0.05,0,0,0
25.13,10,0.04,0,0,0
25.13,10,0.06,0,0,0
25.06,10,0.05,0,0,0
25.06,10,0.06,0,0,0
25.13,10,0.05,0,0,0
25.06,10,0.04,0,0,0
25.06,11,0.05,0,0,0
25.06,11,0.05,0,0,0
25.06,10,0.05,0,0,0
25.13,10,0.04,0,0,0
25.06,10,0.04,0,0,0
25.06,10,0.05,0,0,0
25.13,10,0.05,0,0,0
25.13,10,0.05,0,0,0
25.06,10,0.05,0,0,0
25.13,10,0.05,0,0,0
25.13,10,0.05,0,0,0
25.13,10,0.04,0,0,0
25.13,11,0.05,0,0,0
25.13,11,0.05,0,0,0
25.13,11,0.05,0,0,0
25.13,11,0.05,0,0,0
25.06,11,0.05,0,0,0
25.06,11,0.04,0,0,0
25.13,11,0.05,0,0,0
25.13,11,0.05,0,0,0
25.13,11,0.05,0,0,0
25.06,11,0.05,0,0,0
25.13,11,0.05,0,0,0
25.13,10,0.05,0,0,0
25.13,11,0.05,0,0,0
25.13,11,0.05,0,0,0
25.13,11,0.05,0,0,0
25.13,11,0.05,0,0,0
25.13,11,0.04,0,0,0
25.13,11,0.05,0,0,0
25.13,11,0.05,0,0,0
25.13,11,0.05,0,0,0
25.13,12,0.05,0,0,0
25.13,12,0.06,0,0,0
25.13,12,0.05,0,0,0
25.13,12,0.05,0,0,0
25.13,11,0.06,0,0,0
25.13,12,0.04,0,0,0
25.13,11,0.05,0,0,0
25.13,11,0.05,0,0,0
25.13,12,0.05,0,0,0
25.13,12,0.04,0,0,0
25.13,12,0.05,0,0,0
25.13,12,0.04,0,0,0
25.13,11,0.05,0,0,0
25.13,11,0.04,0,0,0
25.13,12,0.05,0,0,0
25.13,11,0.05,0,0,0
25.13,12,0.05,0,0,0
25.13,12,0.04,0,0,0
25.13,11,0.05,0,0,0
25.13,11,0.05,0,0,0
25.13,12,0.05,0,0,0
25.13,12,0.05,0,0,0
25.13,12,0.05,0,0,0
25.13,12,0.05,0,0,0
25.13,12,0.05,0,0,0
25.13,12,0.05,0,0,0
25.13,12,0.05,0,0,0
25.13,13,0.04,0,0,0
25.13,13,0.05,0,0,0
25.13,13,0.05,0,0,0
25.13,13,0.05,0,0,0
25.13,13,0.05,0,0,0
25.13,14,0.05,0,0,0
25.13,14,0.05,0,0,0
25.13,13,0.04,0,0,0
25.13,13,0.05,0,0,0
25.13,13,0.05,0,0,0
25.13,13,0.04,0,0,0
25.13,13,0.05,0,0,0
25.13,13,0.05,0,0,0
25.13,13,0.05,0,0,0
25.13,13,0.04,0,0,0
25.13,13,0.05,0,0,0
25.13,12,0.05,0,0,0
25.13,12,0.05,0,0,0
25.13,12,0.04,0,0,0
25.13,12,0.05,0,0,0
25.13,13,0.04,0,0,0
25.13,13,0.05,0,0,0
25.13,14,0.04,0,0,0
25.13,14,0.05,0,0,0
25.13,14,0.05,0,0,0
25.13,14,0.05,0,0,0
25.13,14,0.05,0,0,0
25.13,14,0.04,0,0,0
25.13,14,0.04,0,0,0
25.13,14,0.05,0,0,0
25.13,14,0.05,0,0,0
25.13,14,0.05,0,0,0
25.13,14,0.05,0,0,0
25.13,14,0.05,0,0,0
25.19,14,0.05,0,0,0
25.13,14,0.04,0,0,0
25.19,14,0.05,0,0,0
25.13,14,0.05,0,0,0
25.13,14,0.05,0,0,0
25.19,14,0.06,0,0,0
25.13,14,0.05,0,0,0
25.13,14,0.05,0,0,0
25.13,14,0.05,0,0,0
25.13,14,0.05,0,0,0
25.13,14,0.05,0,0,0
25.19,14,0.04,0,0,0
25.13,14,0.09,0,0,0
25.19,14,0.1,0,0,0
25.19,14,0.16,0,0,0
25.19,14,0.04,0,0,0
25.13,14,0.05,0,0,0
25.19,14,0.05,0,0,0
25.19,14,0.05,0,0,0
25.13,14,0.05,0,0,0
25.19,14,0.05,0,0,0
25.19,14,0.05,0,0,0
25.19,15,0.05,0,0,0
25.19,15,0.05,0,0,0
25.19,15,0.05,0,0,0
25.19,15,0.05,0,0,0
25.19,14,0.05,0,0,0
25.19,15,0.04,0,0,0
25.19,14,0.04,0,0,0
25.19,15,0.05,0,0,0
25.19,16,0.05,0,0,0
25.19,15,0.09,0,0,0
25.19,14,0.05,0,0,0
25.19,14,0.04,0,0,0
25.19,14,0.04,0,0,0
25.19,14,0.05,0,0,0
25.19,14,0.05,0,0,0
25.19,14,0.05,0,0,0
25.19,14,0.05,0,0,0
25.19,14,0.05,0,0,0
25.19,14,0.05,0,0,0
25.19,15,0.05,0,0,0
25.19,14,0.05,0,0,0
25.19,14,0.05,0,0,0
25.19,14,0.1,0,0,0
25.19,14,0.04,0,0,0
25.19,14,0.05,0,0,0
25.19,14,0.05,0,0,0
25.19,14,0.04,0,0,0
25.19,14,0.05,0,0,0
25.19,14,0.04,0,0,0
25.19,14,0.06,0,0,0
25.19,14,0.04,0,0,0
25.19,15,0.05,0,0,0
