S1_Temp,S2_Temp,S3_Temp,S4_Temp,S2_Light,Class
25.06,25.06,24.69,25.63,10,0
25.06,25.06,24.69,25.56,10,0
25.06,25.06,24.69,25.69,10,0
25.06,25.06,24.69,25.69,10,0
25.06,25.06,24.69,25.69,10,0
25.06,25.06,24.69,25.69,10,0
25.06,25.06,24.69,25.63,10,0
25.06,25.06,24.69,25.63,10,0
25.06,25.06,24.69,25.63,10,0
25.06,25.06,24.69,25.69,10,0
25.06,25.06,24.69,25.69,10,0
25.06,25.06,24.69,25.63,10,0
25.06,25.06,24.69,25.56,10,0
25.06,25.06,24.63,25.56,10,0
25.06,25.13,24.69,25.63,10,0
25.06,25.13,24.69,25.63,10,0
25.06,25.06,24.69,25.56,10,0
25.06,25.06,24.69,25.69,10,0
25.06,25.13,24.69,25.69,10,0
25.06,25.06,24.69,25.69,10,0
25.06,25.06,24.69,25.75,11,0
25.06,25.06,24.69,25.75,11,0
25.06,25.06,24.69,25.69,10,0
25.06,25.13,24.69,25.69,10,0
25.06,25.06,24.69,25.69,10,0
25.06,25.06,24.69,25.63,10,0
25.06,25.13,24.75,25.75,10,0
25.06,25.13,24.69,25.69,10,0
25.13,25.06,24.69,25.69,10,0
25.13,25.13,24.69,25.75,10,0
25.13,25.13,24.69,25.69,10,0
25.13,25.13,24.69,25.69,10,0
25.13,25.13,24.69,25.69,11,0
25.06,25.13,24.69,25.69,11,0
25.13,25.13,24.69,25.63,11,0
25.06,25.13,24.69,25.69,11,0
25.06,25.06,24.69,25.69,11,0
25.13,25.06,24.69,25.63,11,0
25.06,25.13,24.75,25.63,11,0
25.06,25.13,24.75,25.69,11,0
25.13,25.13,24.69,25.69,11,0
25.13,25.06,24.69,25.69,11,0
25.06,25.13,24.75,25.63,11,0
25.13,25.13,24.69,25.63,10,0
25.06,25.13,24.75,25.69,11,0
25.06,25.13,24.69,25.63,11,0
25.06,25.13,24.75,25.69,11,0
25.06,25.13,24.75,25.69,11,0
25.06,25.13,24.75,25.69,11,0
25.06,25.13,24.75,25.69,11,0
25.13,25.13,24.75,25.69,11,0
25.06,25.13,24.75,25.69,11,0
25.13,25.13,24.69,25.81,12,0
25.13,25.13,24.75,25.75,12,0
25.13,25.13,24.75,25.75,12,0
25.13,25.13,24.75,25.75,12,0
25.13,25.13,24.75,25.75,11,0
25.13,25.13,24.75,25.75,12,0
25.13,25.13,24.81,25.75,11,0
25.13,25.13,24.81,25.75,11,0
25.13,25.13,24.75,25.75,12,0
25.13,25.13,24.75,25.75,12,0
25.13,25.13,24.75,25.75,12,0
25.13,25.13,24.75,25.75,12,0
25.13,25.13,24.75,25.75,11,0
25.13,25.13,24.75,25.75,11,0
25.13,25.13,24.75,25.75,12,0
25.13,25.13,24.75,25.75,11,0
25.13,25.13,24.75,25.75,12,0
25.13,25.13,24.75,25.75,12,0
25.13,25.13,24.75,25.75,11,0
25.13,25.13,24.75,25.75,11,0
25.13,25.13,24.75,25.75,12,0
25.13,25.13,24.75,25.75,12,0
25.13,25.13,24.75,25.69,12,0
25.13,25.13,24.75,25.81,12,0
25.13,25.13,24.75,25.75,12,0
25.13,25.13,24.75,25.69,12,0
25.13,25.13,24.81,25.69,12,0
25.13,25.13,24.75,25.69,13,0
25.13,25.13,24.75,25.69,13,0
25.13,25.13,24.81,25.75,13,0
25.13,25.13,24.81,25.69,13,0
25.13,25.13,24.81,25.69,13,0
25.13,25.13,24.81,25.75,14,0
25.13,25.13,24.81,25.75,14,0
25.13,25.13,24.81,25.81,13,0
25.13,25.13,24.81,25.81,13,0
25.13,25.13,24.81,25.81,13,0
25.13,25.13,24.81,25.75,13,0
25.19,25.13,24.81,25.75,13,0
25.19,25.13,24.81,25.75,13,0
25.13,25.13,24.81,25.75,13,0
25.19,25.13,24.81,25.75,13,0
25.19,25.13,24.81,25.75,13,0
25.19,25.13,24.81,25.75,12,0
25.19,25.13,24.81,25.75,12,0
25.19,25.13,24.81,25.75,12,0
25.19,25.13,24.81,25.75,12,0
25.19,25.13,24.81,25.75,13,0
25.13,25.13,24.81,25.75,13,0
25.13,25.13,24.81,25.81,14,0
25.19,25.13,24.81,25.75,14,0
25.13,25.13,24.81,25.75,14,0
25.13,25.13,24.81,25.75,14,0
25.19,25.13,24.88,25.75,14,0
25.19,25.13,24.81,25.75,14,0
25.13,25.13,24.81,25.75,14,0
25.19,25.13,24.88,25.75,14,0
25.13,25.13,24.81,25.75,14,0
25.13,25.13,24.81,25.69,14,0
25.13,25.13,24.81,25.75,14,0
25.13,25.13,24.81,25.69,14,0
25.13,25.19,24.81,25.69,14,0
25.13,25.13,24.81,25.75,14,0
25.13,25.19,24.81,25.75,14,0
25.19,25.13,24.81,25.81,14,0
25.19,25.13,24.81,25.81,14,0
25.13,25.19,24.81,25.81,14,0
25.13,25.13,24.81,25.81,14,0
25.13,25.13,24.81,25.75,14,0
25.13,25.13,24.81,25.75,14,0
25.19,25.13,24.88,25.75,14,0
25.19,25.13,24.81,25.75,14,0
25.19,25.19,24.88,25.75,14,0
25.19,25.13,24.88,25.75,14,0
25.19,25.19,24.88,25.81,14,0
25.19,25.19,24.88,25.75,14,0
25.13,25.19,24.88,25.75,14,0
25.19,25.13,24.88,25.81,14,0
25.19,25.19,24.88,25.75,14,0
25.19,25.19,24.88,25.81,14,0
25.19,25.13,24.88,25.81,14,0
25.19,25.19,24.88,25.75,14,0
25.13,25.19,24.88,25.81,14,0
25.19,25.19,24.88,25.75,15,0
25.19,25.19,24.88,25.75,15,0
25.19,25.19,24.88,25.81,15,0
25.19,25.19,24.88,25.75,15,0
25.19,25.19,24.88,25.81,14,0
25.19,25.19,24.88,25.75,15,0
25.19,25.19,24.88,25.75,14,0
25.19,25.19,24.88,25.75,15,0
25.19,25.19,24.88,25.81,16,0
25.19,25.19,24.88,25.81,15,0
25.19,25.19,24.88,25.81,14,0
25.19,25.19,24.88,25.75,14,0
25.19,25.19,24.88,25.75,14,0
25.19,25.19,24.88,25.81,14,0
25.19,25.19,24.94,25.81,14,0
25.19,25.19,24.94,25.81,14,0
25.13,25.19,24.94,25.81,14,0
25.19,25.19,24.88,25.75,14,0
25.19,25.19,24.88,25.75,14,0
25.19,25.19,24.88,25.75,15,0
25.19,25.19,24.88,25.69,14,0
25.19,25.19,24.88,25.75,14,0
25.19,25.19,24.88,25.75,14,0
25.19,25.19,24.88,25.81,14,0
25.19,25.19,24.88,25.75,14,0
25.19,25.19,24.88,25.81,14,0
25.19,25.19,24.94,25.75,14,0
25.19,25.19,24.94,25.81,14,0
25.19,25.19,24.94,25.75,14,0
25.19,25.19,24.88,25.75,14,0
25.19,25.19,24.94,25.75,14,0
25.19,25.19,24.94,25.75,15,0
25.19,25.19,24.88,25.81,14,0
25.19,25.19,24.94,25.88,14,0
25.19,25.19,24.94,25.81,14,0
25.25,25.19,24.94,25.81,14,0
25.19,25.19,24.94,25.88,14,0
25.19,25.19,24.94,25.81,14,0
25.25,25.19,24.88,25.81,14,0
25.19,25.19,24.94,25.81,14,0
25.25,25.19,24.94,25.75,14,0
25.25,25.19,24.94,25.81,16,0
25.19,25.19,24.94,25.81,16,0
25.19,25.19,24.94,25.81,16,0
25.19,25.19,24.88,25.81,17,0
25.19,25.19,24.94,25.81,16,0
25.19,25.19,24.88,25.81,16,0
25.19,25.19,24.88,25.88,15,0
25.19,25.19,24.94,25.81,15,0
25.19,25.19,24.94,25.88,15,0
25.19,25.19,24.94,25.88,15,0
25.19,25.19,24.94,25.81,14,0
25.19,25.19,24.94,25.81,14,0
25.19,25.19,24.94,25.81,14,0
25.19,25.19,24.88,25.81,14,0
25.19,25.19,24.94,25.81,15,0
25.19,25.19,24.94,25.75,16,0
25.19,25.25,25,25.81,15,0
25.19,25.19,25,25.81,15,0
25.19,25.19,24.94,25.81,16,0
25.19,25.19,24.94,25.81,17,0
25.19,25.19,24.94,25.81,17,0
25.19,25.19,25,25.75,17,0
25.19,25.19,24.94,25.81,16,0
25.19,25.19,24.94,25.81,16,0
25.19,25.19,25,25.88,17,0
25.19,25.19,25,25.88,17,0
25.19,25.19,25,25.88,17,0
25.19,25.19,25,25.88,16,0
25.19,25.19,25,25.94,16,0
25.19,25.19,25,25.88,16,0
25.19,25.19,24.94,25.88,17,0
25.25,25.19,25,25.88,18,0
25.25,25.19,24.94,25.88,18,0
25.25,25.19,25,25.81,18,0
25.19,25.19,25,25.88,17,0
25.19,25.19,24.94,25.88,17,0
25.25,25.19,25,25.88,18,0
25.19,25.19,25,25.88,19,0
25.19,25.19,25,25.81,18,0
25.19,25.19,25,25.81,17,0
25.19,25.19,25,25.88,17,0
25.25,25.19,25,25.81,17,0
25.25,25.25,25,25.81,17,0
25.19,25.25,25,25.81,16,0
25.25,25.19,25,25.81,16,0
25.25,25.19,25,25.88,18,0
25.25,25.19,25,25.88,18,0
25.25,25.19,25,25.88,17,0
25.19,25.19,25,25.88,18,0
25.25,25.25,24.94,25.88,16,0
25.25,25.25,25,25.81,17,0
25.25,25.25,25,25.81,17,0
25.25,25.25,25,25.88,18,0
25.25,25.25,25,25.88,20,0
25.19,25.19,25,25.81,19,0
25.19,25.25,25,25.81,20,0
25.25,25.25,25,25.81,20,0
25.25,25.25,25,25.81,20,0
25.19,25.19,25,25.81,20,0
25.25,25.19,25,25.81,20,0
25.19,25.19,25,25.81,20,0
25.25,25.25,25,25.81,20,0
25.25,25.19,25,25.81,20,0
25.25,25.25,25,25.81,20,0
25.25,25.25,25,25.81,20,0
25.25,25.25,25,25.81,20,0
25.25,25.25,25,25.75,20,0
25.25,25.25,25,25.81,19,0
25.25,25.25,25,25.75,19,0
25.25,25.25,25,25.81,20,0
25.25,25.25,25,25.81,20,0
25.25,25.25,25,25.88,20,0
25.25,25.25,25,25.88,20,0
25.25,25.25,25.06,25.81,20,0
25.25,25.25,25,25.88,20,0
25.25,25.25,25,25.88,20,0
25.25,25.25,25.06,25.81,20,0
25.25,25.25,25,25.81,20,0
25.25,25.25,25.06,25.88,20,0
25.25,25.25,25.06,25.88,20,0
25.25,25.25,25.06,25.81,20,0
25.25,25.25,25.06,25.88,20,0
25.25,25.25,25.06,25.88,20,0
25.25,25.25,25.06,25.88,19,0
25.25,25.25,25.06,25.88,20,0
25.25,25.25,25.06,25.81,19,0
25.25,25.25,25.06,25.81,19,0
25.19,25.25,25.06,25.88,19,0
25.19,25.25,25.06,25.88,18,0
25.19,25.25,25.06,25.88,18,0
25.25,25.25,25.06,25.88,18,0
25.19,25.25,25.06,25.81,18,0
25.25,25.25,25.06,25.81,18,0
25.25,25.25,25.06,25.81,18,0
25.19,25.25,25.06,25.88,19,0
25.25,25.25,25.06,25.88,18,0
25.19,25.25,25.06,26,19,0
25.19,25.25,25.06,25.88,20,0
25.25,25.25,25.06,25.88,19,0
25.25,25.25,25.06,25.88,20,0
25.25,25.25,25.06,25.88,20,0
25.25,25.25,25.06,25.88,20,0
25.25,25.25,25.13,25.88,20,0
25.25,25.25,25.13,25.88,20,0
25.25,25.25,25.06,25.88,20,0
25.25,25.25,25.13,25.88,20,0
25.25,25.25,25.06,25.88,20,0
25.25,25.25,25.13,25.88,20,0
25.25,25.25,25.06,25.88,20,0
25.25,25.25,25.13,25.88,20,0
25.25,25.25,25.13,25.94,20,0
25.25,25.25,25.13,25.88,20,0
25.31,25.25,25.13,25.88,20,0
25.25,25.25,25.13,25.88,20,0
25.25,25.25,25.13,25.88,19,0
25.25,25.31,25.13,25.88,20,0
25.25,25.25,25.13,25.88,20,0
25.25,25.31,25.13,25.88,20,0
25.25,25.25,25.13,25.94,20,0
25.25,25.25,25.13,25.88,20,0
25.25,25.31,25.13,25.94,20,0
25.25,25.25,25.13,25.88,20,0
25.25,25.25,25.13,25.88,20,0
25.25,25.25,25.13,25.88,20,0
25.25,25.31,25.13,25.88,20,0
25.25,25.31,25.13,25.88,20,0
25.25,25.25,25.13,25.88,20,0
25.25,25.31,25.13,25.88,19,0
25.25,25.25,25.13,25.88,19,0
25.31,25.31,25.13,25.88,19,0
25.25,25.25,25.13,25.88,19,0
25.25,25.31,25.13,25.88,19,0
25.31,25.31,25.13,25.88,19,0
25.31,25.25,25.13,25.88,19,0
25.25,25.31,25.13,25.94,20,0
25.25,25.31,25.13,25.88,20,0
25.31,25.31,25.13,25.88,20,0
25.25,25.31,25.13,25.88,20,0
25.31,25.31,25.13,25.88,20,0
25.31,25.25,25.13,25.94,20,0
25.31,25.25,25.19,25.94,20,0
25.25,25.31,25.13,25.88,20,0
25.25,25.31,25.13,25.88,20,0
25.25,25.31,25.13,25.88,20,0
25.25,25.31,25.13,25.88,20,0
25.25,25.31,25.13,25.88,20,0
25.25,25.25,25.13,25.88,20,0
25.25,25.31,25.13,25.88,20,0
25.31,25.31,25.13,25.88,20,0
25.25,25.31,25.13,25.88,20,0
25.31,25.31,25.13,25.88,20,0
25.31,25.31,25.13,25.88,20,0
25.31,25.25,25.19,25.88,20,0
25.31,25.31,25.13,25.88,20,0
25.31,25.31,25.13,25.88,20,0
25.31,25.31,25.19,25.94,20,0
25.25,25.31,25.19,25.88,20,0
25.25,25.31,25.19,25.94,20,0
25.25,25.31,25.19,25.94,20,0
25.25,25.31,25.19,25.88,20,0
25.31,25.31,25.19,25.94,20,0
25.31,25.31,25.19,25.94,20,0
25.31,25.31,25.13,25.94,20,0
25.31,25.31,25.19,25.94,20,0
25.31,25.31,25.13,25.94,20,0
25.31,25.31,25.19,25.94,21,0
25.25,25.31,25.19,25.94,21,0
25.31,25.31,25.19,25.94,21,0
25.25,25.31,25.19,25.94,21,0
25.31,25.31,25.19,25.94,20,0
25.31,25.31,25.19,26,20,0
25.31,25.31,25.19,26,20,0
25.31,25.31,25.19,26,20,0
25.31,25.31,25.19,26,20,0
25.31,25.31,25.19,25.94,20,0
25.31,25.31,25.19,25.94,20,0
25.31,25.31,25.19,25.94,20,0
25.31,25.31,25.19,25.94,20,0
25.31,25.31,25.19,26,20,0
25.31,25.31,25.19,25.94,20,0
25.31,25.31,25.19,25.94,20,0
25.31,25.31,25.19,25.94,20,0
25.31,25.31,25.19,25.94,20,0
25.31,25.31,25.19,25.94,20,0
25.31,25.31,25.19,25.94,20,0
25.31,25.31,25.19,25.94,20,0
25.31,25.31,25.19,25.94,21,0
25.31,25.31,25.19,25.94,20,0
25.31,25.31,25.19,25.94,20,0
25.31,25.31,25.19,25.94,21,0
25.31,25.31,25.19,25.94,20,0
25.31,25.31,25.19,25.94,20,0
25.31,25.31,25.19,25.94,20,0
25.31,25.31,25.19,26,20,0
25.31,25.31,25.19,25.94,20,0
25.31,25.31,25.19,26,20,0
25.31,25.31,25.19,26,20,0
25.31,25.31,25.19,26,20,0
25.31,25.31,25.19,26.06,20,0
25.31,25.31,25.19,26,20,0
25.31,25.31,25.19,26,20,0
25.31,25.31,25.19,25.94,20,0
25.31,25.31,25.19,26,20,0
25.31,25.31,25.19,26,20,0
25.31,25.31,25.19,26,20,0
25.31,25.31,25.25,26.06,20,0
25.31,25.31,25.25,26,21,0
25.31,25.31,25.25,26,21,0
25.31,25.31,25.19,26,20,0
25.31,25.31,25.25,26.06,20,0
25.31,25.31,25.19,26.06,20,0
25.31,25.31,25.19,26,20,0
25.31,25.31,25.19,26,20,0
25.31,25.31,25.25,26,20,0
25.31,25.31,25.19,26,20,0
25.31,25.31,25.19,26,20,0
25.31,25.31,25.19,26,20,0
25.31,25.31,25.19,26,20,0
25.31,25.31,25.19,26,20,0
25.31,25.31,25.19,26,20,0
25.31,25.31,25.19,26,20,0
25.31,25.31,25.19,26,20,0
25.31,25.31,25.19,26,20,0
25.31,25.31,25.19,26,20,0
25.31,25.31,25.25,25.94,20,0
25.31,25.31,25.19,26,20,0
25.31,25.31,25.25,26,20,0
25.31,25.31,25.25,25.94,20,0
25.31,25.31,25.25,25.94,19,0
25.31,25.31,25.19,26,18,0
25.31,25.31,25.25,26,19,0
25.31,25.31,25.25,25.94,19,0
25.31,25.31,25.25,25.94,19,0
25.31,25.31,25.25,26,19,0
25.31,25.31,25.25,26,19,0
25.31,25.31,25.25,26,18,0
25.38,25.31,25.25,26,19,0
25.31,25.31,25.25,26,20,0
25.31,25.38,25.25,26,20,0
25.31,25.31,25.25,26,20,0
25.38,25.31,25.25,26,20,0
25.38,25.38,25.19,26,20,0
25.38,25.31,25.25,25.94,20,0
25.31,25.31,25.25,25.94,20,0
25.31,25.38,25.25,26,21,0
25.31,25.38,25.25,26,21,0
25.38,25.31,25.25,26,20,0
25.31,25.31,25.25,26,20,0
25.31,25.38,25.25,25.94,20,0
25.38,25.38,25.25,25.94,21,0
25.31,25.38,25.25,26,21,0
25.38,25.38,25.25,26,21,0
25.38,25.38,25.25,26,20,0
25.31,25.38,25.25,26,20,0
25.31,25.38,25.25,26,20,0
25.31,25.38,25.25,26,20,0
25.31,25.38,25.25,26,20,0
25.31,25.38,25.25,26,20,0
25.38,25.38,25.31,26.06,21,0
25.31,25.38,25.31,26,22,0
25.38,25.38,25.31,26.06,21,0
25.38,25.38,25.31,26,21,0
25.31,25.31,25.31,26.06,21,0
25.38,25.38,25.25,26,22,0
25.38,25.38,25.31,26,22,0
25.38,25.38,25.25,26.06,22,0
25.38,25.38,25.25,26.06,22,0
25.31,25.38,25.25,26,23,0
25.31,25.38,25.25,26.06,22,0
25.31,25.38,25.25,26.06,23,0
25.31,25.38,25.31,26.06,24,0
25.31,25.38,25.31,26,24,0
25.38,25.38,25.31,26,24,0
25.31,25.38,25.31,26.06,24,0
25.38,25.38,25.25,26.06,24,0
25.38,25.38,25.25,26.06,23,0
25.38,25.38,25.31,26,24,0
25.38,25.38,25.25,26.06,24,0
25.31,25.38,25.31,26.06,24,0
25.31,25.38,25.25,26,24,0
25.38,25.38,25.31,26,24,0
25.38,25.38,25.25,26.06,24,0
25.38,25.38,25.31,26.06,24,0
25.38,25.38,25.31,26.13,23,0
25.38,25.38,25.25,26.06,23,0
25.38,25.38,25.25,26.06,23,0
25.38,25.38,25.31,26.06,23,0
25.38,25.38,25.31,26.06,24,0
25.38,25.38,25.31,26.06,23,0
25.38,25.38,25.31,26,23,0
25.38,25.38,25.31,26,22,0
25.38,25.38,25.31,26.06,23,0
25.38,25.38,25.31,26.06,22,0
25.31,25.38,25.31,26.06,22,0
25.38,25.38,25.31,26.06,22,0
25.38,25.38,25.31,26.06,22,0
25.38,25.38,25.25,26.06,22,0
25.31,25.38,25.31,26.06,22,0
25.38,25.38,25.31,26,22,0
25.31,25.38,25.31,26.06,22,0
25.38,25.38,25.31,26,23,0
25.38,25.38,25.31,26,23,0
25.38,25.38,25.31,26.06,22,0
25.38,25.38,25.31,26.06,22,0
25.38,25.38,25.31,26.06,22,0
25.38,25.38,25.31,26.06,22,0
25.31,25.38,25.31,26.06,23,0
25.38,25.38,25.31,26.06,23,0
25.38,25.38,25.31,26.06,22,0
25.38,25.38,25.31,26.06,22,0
25.38,25.38,25.31,26.06,22,0
25.38,25.38,25.31,26.06,22,0
25.38,25.38,25.31,26.06,22,0
25.38,25.38,25.31,26.13,21,0
25.38,25.38,25.31,26.06,22,0
25.38,25.38,25.31,26.06,22,0
25.38,25.38,25.31,26.06,24,0
25.38,25.38,25.31,26.06,24,0
25.38,25.38,25.31,26.06,24,0
25.38,25.38,25.31,26.06,24,0
25.38,25.38,25.31,26.06,24,0
25.38,25.38,25.31,26.13,24,0
25.38,25.38,25.38,26.13,23,0
25.38,25.38,25.38,26.06,23,0
25.38,25.38,25.31,26.13,23,0
25.38,25.38,25.31,26.06,23,0
25.38,25.38,25.31,26.13,23,0
25.38,25.38,25.38,26.06,23,0
25.38,25.44,25.31,26.13,23,0
25.38,25.38,25.31,26.06,24,0
25.38,25.38,25.38,26.13,24,0
25.38,25.38,25.38,26.13,24,0
25.38,25.44,25.38,26.19,24,0
25.38,25.38,25.38,26.19,24,0
25.44,25.38,25.38,26.13,24,0
25.38,25.44,25.31,26.13,24,0
25.38,25.44,25.38,26.13,24,0
25.38,25.44,25.38,26.19,24,0
25.38,25.44,25.31,26.13,24,0
25.38,25.44,25.38,26.13,24,0
25.38,25.38,25.31,26.13,23,0
25.38,25.38,25.38,26.13,23,0
25.38,25.38,25.38,26.06,23,0
25.38,25.44,25.38,26.13,23,0
25.38,25.44,25.31,26.13,23,0
25.38,25.44,25.38,26.13,23,0
25.38,25.38,25.38,26.13,23,0
25.38,25.44,25.38,26.06,23,0
25.38,25.44,25.38,26.13,23,0
25.38,25.38,25.38,26.13,23,0
25.38,25.44,25.38,26.19,23,0
25.38,25.44,25.38,26.19,23,0
25.44,25.44,25.38,26.19,22,0
25.38,25.44,25.38,26.13,22,0
25.38,25.44,25.38,26.13,22,0
25.38,25.44,25.38,26.13,22,0
25.38,25.44,25.38,26.06,23,0
25.38,25.44,25.38,26.13,22,0
25.38,25.44,25.38,26.13,23,0
25.38,25.44,25.38,26.13,23,0
25.38,25.44,25.38,26.13,22,0
25.44,25.44,25.38,26.13,22,0
25.38,25.38,25.38,26.13,22,0
25.44,25.44,25.38,26.13,22,0
25.38,25.44,25.38,26.13,21,0
25.38,25.44,25.38,26.13,21,0
25.38,25.44,25.38,26.13,21,0
25.44,25.44,25.38,26.19,20,0
25.38,25.44,25.38,26.19,20,0
25.38,25.44,25.38,26.13,20,0
25.44,25.44,25.38,26.06,20,0
25.44,25.38,25.38,26.13,20,0
25.44,25.44,25.38,26.13,20,0
25.44,25.44,25.38,26.13,20,0
25.44,25.38,25.38,26.13,20,0
25.44,25.44,25.44,26.13,20,0
25.38,25.44,25.38,26.13,20,0
25.38,25.44,25.38,26.13,20,0
25.38,25.44,25.38,26.13,20,0
25.44,25.44,25.38,26.13,19,0
25.44,25.44,25.44,26.13,19,0
25.44,25.44,25.38,26.19,19,0
25.44,25.44,25.38,26.19,18,0
25.44,25.44,25.38,26.19,18,0
25.44,25.44,25.38,26.19,18,0
25.38,25.44,25.38,26.13,18,0
25.38,25.44,25.38,26.19,18,0
25.38,25.44,25.38,26.19,17,0
25.38,25.44,25.38,26.19,17,0
25.38,25.44,25.38,26.13,18,0
25.38,25.44,25.38,26.19,18,0
25.38,25.44,25.38,26.13,19,0
25.38,25.44,25.38,26.13,19,0
25.38,25.44,25.38,26.19,19,0
25.44,25.44,25.38,26.13,20,0
25.38,25.44,25.38,26.13,20,0
25.44,25.44,25.38,26.19,20,0
25.38,25.44,25.44,26.13,19,0
25.44,25.44,25.44,26.19,19,0
25.38,25.44,25.38,26.19,19,0
25.44,25.44,25.38,26.19,19,0
25.44,25.44,25.38,26.19,19,0
25.38,25.44,25.38,26.19,18,0
25.44,25.44,25.38,26.19,18,0
25.44,25.44,25.38,26.13,18,0
25.44,25.44,25.44,26.13,18,0
25.44,25.44,25.38,26.06,19,0
25.44,25.44,25.44,26.13,18,0
25.44,25.44,25.38,26.13,18,0
25.38,25.44,25.44,26.19,18,0
25.38,25.44,25.38,26.13,18,0
25.38,25.44,25.38,26.19,17,0
25.38,25.44,25.44,26.13,17,0
25.38,25.44,25.44,26.19,17,0
25.38,25.44,25.44,26.13,17,0
25.44,25.44,25.44,26.13,17,0
25.44,25.44,25.38,26.13,16,0
25.44,25.44,25.44,26.13,16,0
25.44,25.44,25.44,26.13,16,0
25.44,25.44,25.38,26.13,16,0
25.44,25.44,25.44,26.13,16,0
25.44,25.44,25.44,26.13,15,0
25.44,25.44,25.38,26.19,15,0
25.44,25.44,25.38,26.19,15,0
25.44,25.44,25.44,26.19,15,0
25.44,25.44,25.38,26.13,15,0
25.44,25.44,25.44,26.13,15,0
25.44,25.44,25.38,26.19,15,0
25.44,25.44,25.38,26.19,15,0
25.44,25.44,25.44,26.13,15,0
25.44,25.44,25.38,26.13,15,0
25.44,25.44,25.38,26.13,15,0
25.44,25.44,25.38,26.19,15,0
25.44,25.44,25.38,26.13,15,0
25.44,25.44,25.44,26.13,15,0
25.44,25.5,25.44,26.13,14,0
25.44,25.44,25.38,26.19,14,0
25.44,25.44,25.44,26.19,14,0
25.44,25.44,25.38,26.19,14,0
25.44,25.44,25.44,26.13,14,0
25.44,25.44,25.38,26.19,14,0
25.44,25.44,25.44,26.19,14,0
25.44,25.44,25.44,26.13,14,0
25.44,25.44,25.38,26.13,14,0
25.44,25.44,25.38,26.13,14,0
25.38,25.44,25.38,26.13,14,0
25.44,25.44,25.44,26.13,14,0
25.44,25.44,25.38,26.13,14,0
25.44,25.44,25.38,26.13,14,0
25.44,25.44,25.44,26.13,14,0
25.44,25.44,25.44,26.13,14,0
25.44,25.44,25.38,26.13,14,0
25.44,25.44,25.38,26.13,14,0
25.44,25.44,25.38,26.13,14,0
25.38,25.44,25.38,26.13,13,0
25.38,25.44,25.38,26.13,13,0
25.44,25.44,25.44,26.19,13,0
25.44,25.44,25.44,26.13,13,0
25.44,25.44,25.38,26.13,12,0
25.44,25.44,25.44,26.13,12,0
25.44,25.44,25.44,26.13,12,0
25.44,25.44,25.44,26.13,12,0
25.44,25.44,25.38,26.13,12,0
25.44,25.44,25.44,26.13,12,0
25.44,25.44,25.38,26.13,12,0
25.44,25.44,25.44,26.13,12,0
25.44,25.44,25.44,26.13,12,0
25.44,25.44,25.44,26.19,12,0
25.44,25.44,25.38,26.13,12,0
25.44,25.44,25.44,26.13,12,0
25.38,25.44,25.38,26.13,12,0
25.44,25.44,25.44,26.13,11,0
25.38,25.44,25.38,26.13,11,0
25.44,25.44,25.38,26.19,11,0
25.44,25.44,25.38,26.13,11,0
25.44,25.44,25.38,26.13,11,0
25.44,25.44,25.44,26.13,11,0
25.44,25.44,25.38,26.13,11,0
25.44,25.44,25.38,26.13,10,0
25.38,25.44,25.44,26.06,10,0
25.44,25.44,25.38,26.19,10,0
25.44,25.5,25.38,26.13,10,0
25.44,25.44,25.38,26.13,10,0
25.44,25.44,25.38,26.19,10,0
25.44,25.44,25.38,26.13,10,0
25.44,25.44,25.44,26.13,10,0
25.44,25.44,25.44,26.13,10,0
25.44,25.44,25.44,26.13,10,0
25.44,25.44,25.44,26.13,10,0
25.44,25.44,25.38,26.13,10,0
25.44,25.44,25.44,26.13,10,0
25.44,25.44,25.38,26.13,10,0
25.44,25.44,25.44,26.13,10,0
25.44,25.44,25.44,26.19,10,0
25.44,25.44,25.38,26.19,10,0
25.44,25.44,25.44,26.19,10,0
25.44,25.44,25.44,26.19,10,0
25.44,25.44,25.44,26.13,10,0
25.44,25.44,25.44,26.13,10,0
25.44,25.44,25.44,26.13,10,0
25.44,25.44,25.38,26.13,10,0
25.44,25.44,25.44,26.13,10,0
25.44,25.44,25.38,26.19,10,0
25.44,25.44,25.44,26.13,9,0
25.44,25.44,25.44,26.19,9,0
25.44,25.44,25.44,26.25,9,0
25.44,25.44,25.38,26.19,9,0
25.44,25.44,25.44,26.19,9,0
25.44,25.44,25.44,26.19,9,0
25.44,25.44,25.44,26.19,9,0
25.44,25.44,25.44,26.19,9,0
25.44,25.5,25.44,26.19,9,0
25.44,25.44,25.44,26.31,9,0
25.44,25.44,25.38,26.19,9,0
25.44,25.5,25.38,26.19,9,0
25.44,25.44,25.38,26.19,8,0
25.44,25.44,25.44,26.19,8,0
25.44,25.44,25.38,26.13,8,0
25.44,25.44,25.44,26.13,8,0
25.44,25.44,25.44,26.13,8,0
25.44,25.44,25.38,26.13,8,0
25.44,25.44,25.38,26.13,8,0
25.44,25.44,25.38,26.13,8,0
25.44,25.44,25.38,26.19,8,0
25.44,25.44,25.38,26.13,8,0
25.44,25.44,25.44,26.13,8,0
25.44,25.44,25.38,26.13,8,0
25.44,25.44,25.38,26.13,8,0
25.44,25.44,25.38,26.13,8,0
25.44,25.44,25.38,26.13,7,0
25.44,25.44,25.38,26.13,7,0
25.44,25.44,25.38,26.13,7,0
25.44,25.44,25.38,26.13,7,0
25.44,25.5,25.44,26.13,7,0
